"name";"active";"quantity";"price";"visibility";"image url";"diamenty zegarki slub?";"";"wiktorianska";"pavoni";"studio y";"eternel";"eclpise";"fruit";"jubile";"flow";"categores";"";"";""
"Złoty medalik";"1";"405";"45";"both";"http://localhost/BE-projekt/img/bizuteria/zawieszki/95Złoty medalik.jpg";"";"14";"";"";"";"";"";"";"";"";",14,,,,,,,,";"";"";""
"Zegarek Gucci";"1";"435";"59";"both";"http://localhost/BE-projekt/img/zegarki/0Zegarek Gucci.jpg";"49";"59";"";"";"";"";"";"";"";"";"49,59,,,,,,,,";"";"";""
"Zegarek Gucci";"1";"423";"1695";"both";"http://localhost/BE-projekt/img/zegarki/1Zegarek Gucci.jpg";"49";"59";"";"";"";"";"";"";"";"";"49,59,,,,,,,,";"";"";""
"Zegarek Gucci";"1";"437";"299";"both";"http://localhost/BE-projekt/img/zegarki/2Zegarek Gucci.jpg";"49";"59";"";"";"";"";"";"";"";"";"49,59,,,,,,,,";"";"";""
"Zegarek Gucci";"1";"455";"349";"both";"http://localhost/BE-projekt/img/zegarki/3Zegarek Gucci.jpg";"49";"59";"";"";"";"";"";"";"";"";"49,59,,,,,,,,";"";"";""
"Zegarek Maurice Lacroix";"1";"499";"299";"both";"http://localhost/BE-projekt/img/zegarki/4Zegarek Maurice Lacroix.jpg";"49";"50";"";"";"";"";"";"";"";"";"49,50,,,,,,,,";"";"";""
"Zegarek Maurice Lacroix";"1";"420";"139";"both";"http://localhost/BE-projekt/img/zegarki/5Zegarek Maurice Lacroix.jpg";"49";"50";"";"";"";"";"";"";"";"";"49,50,,,,,,,,";"";"";""
"Zegarek Maurice Lacroix";"1";"445";"129";"both";"http://localhost/BE-projekt/img/zegarki/6Zegarek Maurice Lacroix.jpg";"49";"50";"";"";"";"";"";"";"";"";"49,50,,,,,,,,";"";"";""
"Zegarek Maurice Lacroix";"1";"463";"149";"both";"http://localhost/BE-projekt/img/zegarki/7Zegarek Maurice Lacroix.jpg";"49";"50";"";"";"";"";"";"";"";"";"49,50,,,,,,,,";"";"";""
"Smartwatch Frédérique Constant";"1";"491";"99";"both";"http://localhost/BE-projekt/img/zegarki/8Smartwatch Frédérique Constant.jpg";"49";"51";"";"";"";"";"";"";"";"";"49,51,,,,,,,,";"";"";""
"Zegarek Frédérique Constant";"1";"430";"1449";"both";"http://localhost/BE-projekt/img/zegarki/9Zegarek Frédérique Constant.jpg";"49";"51";"";"";"";"";"";"";"";"";"49,51,,,,,,,,";"";"";""
"Zegarek Frédérique Constant";"1";"462";"529";"both";"http://localhost/BE-projekt/img/zegarki/10Zegarek Frédérique Constant.jpg";"49";"51";"";"";"";"";"";"";"";"";"49,51,,,,,,,,";"";"";""
"Zegarek Frédérique Constant";"1";"433";"549";"both";"http://localhost/BE-projekt/img/zegarki/11Zegarek Frédérique Constant.jpg";"49";"51";"";"";"";"";"";"";"";"";"49,51,,,,,,,,";"";"";""
"Zegarek Glycine ";"1";"491";"3560";"both";"http://localhost/BE-projekt/img/zegarki/12Zegarek Glycine .jpg";"49";"53";"";"";"";"";"";"";"";"";"49,53,,,,,,,,";"";"";""
"Zegarek Glycine ";"1";"454";"3650";"both";"http://localhost/BE-projekt/img/zegarki/13Zegarek Glycine .jpg";"49";"53";"";"";"";"";"";"";"";"";"49,53,,,,,,,,";"";"";""
"Zegarek Glycine ";"1";"468";"3590";"both";"http://localhost/BE-projekt/img/zegarki/14Zegarek Glycine .jpg";"49";"53";"";"";"";"";"";"";"";"";"49,53,,,,,,,,";"";"";""
"Zegarek Glycine ";"1";"437";"3910";"both";"http://localhost/BE-projekt/img/zegarki/15Zegarek Glycine .jpg";"49";"53";"";"";"";"";"";"";"";"";"49,53,,,,,,,,";"";"";""
"Zegarek Victorinox Swiss Army";"1";"441";"4990";"both";"http://localhost/BE-projekt/img/zegarki/16Zegarek Victorinox Swiss Army.jpg";"49";"57";"";"";"";"";"";"";"";"";"49,57,,,,,,,,";"";"";""
"Zegarek Victorinox Swiss Army";"1";"408";"12830";"both";"http://localhost/BE-projekt/img/zegarki/17Zegarek Victorinox Swiss Army.jpg";"49";"57";"";"";"";"";"";"";"";"";"49,57,,,,,,,,";"";"";""
"Zegarek Victorinox Swiss Army";"1";"461";"20900";"both";"http://localhost/BE-projekt/img/zegarki/18Zegarek Victorinox Swiss Army.jpg";"49";"57";"";"";"";"";"";"";"";"";"49,57,,,,,,,,";"";"";""
"Zegarek Victorinox Swiss Army";"1";"499";"7700";"both";"http://localhost/BE-projekt/img/zegarki/19Zegarek Victorinox Swiss Army.jpg";"49";"57";"";"";"";"";"";"";"";"";"49,57,,,,,,,,";"";"";""
"Zegarek Doxa";"1";"435";"5499";"both";"http://localhost/BE-projekt/img/zegarki/20Zegarek Doxa.jpg";"49";"56";"";"";"";"";"";"";"";"";"49,56,,,,,,,,";"";"";""
"Zegarek Doxa";"1";"431";"4399";"both";"http://localhost/BE-projekt/img/zegarki/21Zegarek Doxa.jpg";"49";"56";"";"";"";"";"";"";"";"";"49,56,,,,,,,,";"";"";""
"Zegarek Doxa";"1";"441";"4799";"both";"http://localhost/BE-projekt/img/zegarki/22Zegarek Doxa.jpg";"49";"56";"";"";"";"";"";"";"";"";"49,56,,,,,,,,";"";"";""
"Zegarek Doxa";"1";"466";"7899";"both";"http://localhost/BE-projekt/img/zegarki/23Zegarek Doxa.jpg";"49";"56";"";"";"";"";"";"";"";"";"49,56,,,,,,,,";"";"";""
"Zegarek Emporio Armani";"1";"414";"7510";"both";"http://localhost/BE-projekt/img/zegarki/24Zegarek Emporio Armani.jpg";"49";"";"";"";"";"";"";"";"";"";"49,,,,,,,,,";"";"";""
"Zegarek Emporio Armani";"1";"428";"8160";"both";"http://localhost/BE-projekt/img/zegarki/25Zegarek Emporio Armani.jpg";"49";"";"";"";"";"";"";"";"";"";"49,,,,,,,,,";"";"";""
"Zegarek Emporio Armani";"1";"477";"4350";"both";"http://localhost/BE-projekt/img/zegarki/26Zegarek Emporio Armani.jpg";"49";"";"";"";"";"";"";"";"";"";"49,,,,,,,,,";"";"";""
"Zegarek Emporio Armani";"1";"466";"3600";"both";"http://localhost/BE-projekt/img/zegarki/27Zegarek Emporio Armani.jpg";"49";"";"";"";"";"";"";"";"";"";"49,,,,,,,,,";"";"";""
"Zegarek Issey Miyake";"1";"487";"2650";"both";"http://localhost/BE-projekt/img/zegarki/28Zegarek Issey Miyake.jpg";"49";"60";"";"";"";"";"";"";"";"";"49,60,,,,,,,,";"";"";""
"Zegarek Issey Miyake";"1";"484";"2690";"both";"http://localhost/BE-projekt/img/zegarki/29Zegarek Issey Miyake.jpg";"49";"60";"";"";"";"";"";"";"";"";"49,60,,,,,,,,";"";"";""
"Zegarek Issey Miyake";"1";"467";"3950";"both";"http://localhost/BE-projekt/img/zegarki/30Zegarek Issey Miyake.jpg";"49";"60";"";"";"";"";"";"";"";"";"49,60,,,,,,,,";"";"";""
"Zegarek Issey Miyake";"1";"476";"2550";"both";"http://localhost/BE-projekt/img/zegarki/31Zegarek Issey Miyake.jpg";"49";"60";"";"";"";"";"";"";"";"";"49,60,,,,,,,,";"";"";""
"Zegarek Karen Millen";"1";"461";"1610";"both";"http://localhost/BE-projekt/img/zegarki/32Zegarek Karen Millen.jpg";"49";"";"";"";"";"";"";"";"";"";"49,,,,,,,,,";"";"";""
"Zegarek Karen Millen";"1";"405";"1669";"both";"http://localhost/BE-projekt/img/zegarki/33Zegarek Karen Millen.jpg";"49";"";"";"";"";"";"";"";"";"";"49,,,,,,,,,";"";"";""
"Zegarek Karen Millen";"1";"462";"1890";"both";"http://localhost/BE-projekt/img/zegarki/34Zegarek Karen Millen.jpg";"49";"";"";"";"";"";"";"";"";"";"49,,,,,,,,,";"";"";""
"Zegarek Karen Millen";"1";"415";"1750";"both";"http://localhost/BE-projekt/img/zegarki/35Zegarek Karen Millen.jpg";"49";"";"";"";"";"";"";"";"";"";"49,,,,,,,,,";"";"";""
"Zegarek Fossil";"1";"492";"1390";"both";"http://localhost/BE-projekt/img/zegarki/36Zegarek Fossil.jpg";"49";"";"";"";"";"";"";"";"";"";"49,,,,,,,,,";"";"";""
"Zegarek Fossil";"1";"423";"1390";"both";"http://localhost/BE-projekt/img/zegarki/37Zegarek Fossil.jpg";"49";"";"";"";"";"";"";"";"";"";"49,,,,,,,,,";"";"";""
"Zegarek Fossil";"1";"493";"1205";"both";"http://localhost/BE-projekt/img/zegarki/38Zegarek Fossil.jpg";"49";"";"";"";"";"";"";"";"";"";"49,,,,,,,,,";"";"";""
"Zegarek Fossil";"1";"480";"925";"both";"http://localhost/BE-projekt/img/zegarki/39Zegarek Fossil.jpg";"49";"";"";"";"";"";"";"";"";"";"49,,,,,,,,,";"";"";""
"Zegarek Nixon";"1";"496";"1059";"both";"http://localhost/BE-projekt/img/zegarki/40Zegarek Nixon.jpg";"49";"";"";"";"";"";"";"";"";"";"49,,,,,,,,,";"";"";""
"Zegarek Triwa";"1";"483";"749";"both";"http://localhost/BE-projekt/img/zegarki/41Zegarek Triwa.jpg";"49";"";"";"";"";"";"";"";"";"";"49,,,,,,,,,";"";"";""
"Zegarek Triwa";"1";"403";"1099";"both";"http://localhost/BE-projekt/img/zegarki/42Zegarek Triwa.jpg";"49";"";"";"";"";"";"";"";"";"";"49,,,,,,,,,";"";"";""
"Zegarek Triwa";"1";"485";"1159";"both";"http://localhost/BE-projekt/img/zegarki/43Zegarek Triwa.jpg";"49";"";"";"";"";"";"";"";"";"";"49,,,,,,,,,";"";"";""
"Zegarek Triwa";"1";"477";"939";"both";"http://localhost/BE-projekt/img/zegarki/44Zegarek Triwa.jpg";"49";"";"";"";"";"";"";"";"";"";"49,,,,,,,,,";"";"";""
"Zegarek Michael Kors";"1";"449";"1039";"both";"http://localhost/BE-projekt/img/zegarki/45Zegarek Michael Kors.jpg";"49";"";"";"";"";"";"";"";"";"";"49,,,,,,,,,";"";"";""
"Zegarek Michael Kors";"1";"416";"609";"both";"http://localhost/BE-projekt/img/zegarki/46Zegarek Michael Kors.jpg";"49";"";"";"";"";"";"";"";"";"";"49,,,,,,,,,";"";"";""
"Zegarek Michael Kors";"1";"417";"539";"both";"http://localhost/BE-projekt/img/zegarki/47Zegarek Michael Kors.jpg";"49";"";"";"";"";"";"";"";"";"";"49,,,,,,,,,";"";"";""
"Zegarek Michael Kors";"1";"441";"795";"both";"http://localhost/BE-projekt/img/zegarki/48Zegarek Michael Kors.jpg";"49";"";"";"";"";"";"";"";"";"";"49,,,,,,,,,";"";"";""
"Zegarek Eterna";"1";"451";"645";"both";"http://localhost/BE-projekt/img/zegarki/49Zegarek Eterna.jpg";"49";"55";"";"";"";"";"";"";"";"";"49,55,,,,,,,,";"";"";""
"Zegarek Eterna";"1";"443";"895";"both";"http://localhost/BE-projekt/img/zegarki/50Zegarek Eterna.jpg";"49";"55";"";"";"";"";"";"";"";"";"49,55,,,,,,,,";"";"";""
"Zegarek Eterna";"1";"495";"695";"both";"http://localhost/BE-projekt/img/zegarki/51Zegarek Eterna.jpg";"49";"55";"";"";"";"";"";"";"";"";"49,55,,,,,,,,";"";"";""
"Zegarek Eterna";"1";"494";"2199";"both";"http://localhost/BE-projekt/img/zegarki/52Zegarek Eterna.jpg";"49";"55";"";"";"";"";"";"";"";"";"49,55,,,,,,,,";"";"";""
"Zegarek Saint Honoré Paris";"1";"405";"1099";"both";"http://localhost/BE-projekt/img/zegarki/53Zegarek Saint Honoré Paris.jpg";"49";"";"";"";"";"";"";"";"";"";"49,,,,,,,,,";"";"";""
"Zegarek Saint Honoré Paris";"1";"437";"929";"both";"http://localhost/BE-projekt/img/zegarki/54Zegarek Saint Honoré Paris.jpg";"49";"";"";"";"";"";"";"";"";"";"49,,,,,,,,,";"";"";""
"Zegarek Saint Honoré Paris";"1";"425";"829";"both";"http://localhost/BE-projekt/img/zegarki/55Zegarek Saint Honoré Paris.jpg";"49";"";"";"";"";"";"";"";"";"";"49,,,,,,,,,";"";"";""
"Zegarek Saint Honoré Paris";"1";"495";"899";"both";"http://localhost/BE-projekt/img/zegarki/56Zegarek Saint Honoré Paris.jpg";"49";"";"";"";"";"";"";"";"";"";"49,,,,,,,,,";"";"";""
"Zegarek Nixon";"1";"462";"1160";"both";"http://localhost/BE-projekt/img/zegarki/57Zegarek Nixon.jpg";"49";"";"";"";"";"";"";"";"";"";"49,,,,,,,,,";"";"";""
"Zegarek Nixon";"1";"412";"1290";"both";"http://localhost/BE-projekt/img/zegarki/58Zegarek Nixon.jpg";"49";"";"";"";"";"";"";"";"";"";"49,,,,,,,,,";"";"";""
"Zegarek Davosa";"1";"495";"950";"both";"http://localhost/BE-projekt/img/zegarki/59Zegarek Davosa.jpg";"49";"54";"";"";"";"";"";"";"";"";"49,54,,,,,,,,";"";"";""
"Zegarek Davosa";"1";"441";"835";"both";"http://localhost/BE-projekt/img/zegarki/60Zegarek Davosa.jpg";"49";"54";"";"";"";"";"";"";"";"";"49,54,,,,,,,,";"";"";""
"Zegarek Davosa";"1";"455";"3495";"both";"http://localhost/BE-projekt/img/zegarki/61Zegarek Davosa.jpg";"49";"54";"";"";"";"";"";"";"";"";"49,54,,,,,,,,";"";"";""
"Zegarek Davosa";"1";"429";"5795";"both";"http://localhost/BE-projekt/img/zegarki/62Zegarek Davosa.jpg";"49";"54";"";"";"";"";"";"";"";"";"49,54,,,,,,,,";"";"";""
"Zegarek Triwa";"1";"437";"7595";"both";"http://localhost/BE-projekt/img/zegarki/63Zegarek Triwa.jpg";"49";"";"";"";"";"";"";"";"";"";"49,,,,,,,,,";"";"";""
"Zegarek Oris";"1";"434";"3295";"both";"http://localhost/BE-projekt/img/zegarki/64Zegarek Oris.jpg";"49";"52";"";"";"";"";"";"";"";"";"49,52,,,,,,,,";"";"";""
"Zegarek Oris";"1";"498";"2995";"both";"http://localhost/BE-projekt/img/zegarki/65Zegarek Oris.jpg";"49";"52";"";"";"";"";"";"";"";"";"49,52,,,,,,,,";"";"";""
"Zegarek Oris";"1";"426";"2195";"both";"http://localhost/BE-projekt/img/zegarki/66Zegarek Oris.jpg";"49";"52";"";"";"";"";"";"";"";"";"49,52,,,,,,,,";"";"";""
"Zegarek Oris";"1";"473";"2195";"both";"http://localhost/BE-projekt/img/zegarki/67Zegarek Oris.jpg";"49";"52";"";"";"";"";"";"";"";"";"49,52,,,,,,,,";"";"";""
"Zegarek Davosa";"1";"416";"2595";"both";"http://localhost/BE-projekt/img/zegarki/68Zegarek Davosa.jpg";"49";"54";"";"";"";"";"";"";"";"";"49,54,,,,,,,,";"";"";""
"Zegarek Davosa";"1";"482";"799";"both";"http://localhost/BE-projekt/img/zegarki/69Zegarek Davosa.jpg";"49";"54";"";"";"";"";"";"";"";"";"49,54,,,,,,,,";"";"";""
"Zegarek Davosa";"1";"420";"1159";"both";"http://localhost/BE-projekt/img/zegarki/70Zegarek Davosa.jpg";"49";"54";"";"";"";"";"";"";"";"";"49,54,,,,,,,,";"";"";""
"Zegarek Davosa";"1";"468";"1900";"both";"http://localhost/BE-projekt/img/zegarki/71Zegarek Davosa.jpg";"49";"54";"";"";"";"";"";"";"";"";"49,54,,,,,,,,";"";"";""
"Zegarek Maurice Lacroix";"1";"439";"1800";"both";"http://localhost/BE-projekt/img/zegarki/72Zegarek Maurice Lacroix.jpg";"49";"50";"";"";"";"";"";"";"";"";"49,50,,,,,,,,";"";"";""
"Zegarek Maurice Lacroix";"1";"421";"3800";"both";"http://localhost/BE-projekt/img/zegarki/73Zegarek Maurice Lacroix.jpg";"49";"50";"";"";"";"";"";"";"";"";"49,50,,,,,,,,";"";"";""
"Zegarek Maurice Lacroix";"1";"448";"1700";"both";"http://localhost/BE-projekt/img/zegarki/74Zegarek Maurice Lacroix.jpg";"49";"50";"";"";"";"";"";"";"";"";"49,50,,,,,,,,";"";"";""
"Zegarek Frédérique Constant";"1";"466";"1099";"both";"http://localhost/BE-projekt/img/zegarki/75Zegarek Frédérique Constant.jpg";"49";"51";"";"";"";"";"";"";"";"";"49,51,,,,,,,,";"";"";""
"Zegarek Frédérique Constant";"1";"409";"5790";"both";"http://localhost/BE-projekt/img/zegarki/76Zegarek Frédérique Constant.jpg";"49";"51";"";"";"";"";"";"";"";"";"49,51,,,,,,,,";"";"";""
"Zegarek Frédérique Constant";"1";"438";"7090";"both";"http://localhost/BE-projekt/img/zegarki/77Zegarek Frédérique Constant.jpg";"49";"51";"";"";"";"";"";"";"";"";"49,51,,,,,,,,";"";"";""
"Zegarek Frédérique Constant";"1";"417";"5990";"both";"http://localhost/BE-projekt/img/zegarki/78Zegarek Frédérique Constant.jpg";"49";"51";"";"";"";"";"";"";"";"";"49,51,,,,,,,,";"";"";""
"Zegarek Frédérique Constant";"1";"479";"7090";"both";"http://localhost/BE-projekt/img/zegarki/79Zegarek Frédérique Constant.jpg";"49";"15";"";"";"";"";"";"";"";"";"49,15,,,,,,,,";"";"";""
"Zegarek Michael Kors";"1";"425";"1800";"both";"http://localhost/BE-projekt/img/zegarki/80Zegarek Michael Kors.jpg";"49";"";"";"";"";"";"";"";"";"";"49,,,,,,,,,";"";"";""
"Zegarek Michael Kors";"1";"460";"3150";"both";"http://localhost/BE-projekt/img/zegarki/81Zegarek Michael Kors.jpg";"49";"";"";"";"";"";"";"";"";"";"49,,,,,,,,,";"";"";""
"Zegarek Michael Kors";"1";"482";"1600";"both";"http://localhost/BE-projekt/img/zegarki/82Zegarek Michael Kors.jpg";"49";"";"";"";"";"";"";"";"";"";"49,,,,,,,,,";"";"";""
"Zegarek Michael Kors";"1";"465";"3150";"both";"http://localhost/BE-projekt/img/zegarki/83Zegarek Michael Kors.jpg";"49";"";"";"";"";"";"";"";"";"";"49,,,,,,,,,";"";"";""
"Zegarek Doxa";"1";"442";"16770";"both";"http://localhost/BE-projekt/img/zegarki/84Zegarek Doxa.jpg";"49";"56";"";"";"";"";"";"";"";"";"49,56,,,,,,,,";"";"";""
"Zegarek Triwa";"1";"462";"4270";"both";"http://localhost/BE-projekt/img/zegarki/85Zegarek Triwa.jpg";"49";"";"";"";"";"";"";"";"";"";"49,,,,,,,,,";"";"";""
"Zegarek Eterna";"1";"408";"3500";"both";"http://localhost/BE-projekt/img/zegarki/86Zegarek Eterna.jpg";"49";"";"";"";"";"";"";"";"";"";"49,,,,,,,,,";"";"";""
"Zegarek Eterna";"1";"492";"5099";"both";"http://localhost/BE-projekt/img/zegarki/87Zegarek Eterna.jpg";"49";"";"";"";"";"";"";"";"";"";"49,,,,,,,,,";"";"";""
"Zegarek Doxa";"1";"457";"13099";"both";"http://localhost/BE-projekt/img/zegarki/88Zegarek Doxa.jpg";"49";"56";"";"";"";"";"";"";"";"";"49,56,,,,,,,,";"";"";""
"Zegarek Doxa";"1";"485";"7199";"both";"http://localhost/BE-projekt/img/zegarki/89Zegarek Doxa.jpg";"49";"56";"";"";"";"";"";"";"";"";"49,56,,,,,,,,";"";"";""
"Zegarek Michael Kors";"1";"486";"2999";"both";"http://localhost/BE-projekt/img/zegarki/90Zegarek Michael Kors.jpg";"49";"";"";"";"";"";"";"";"";"";"49,,,,,,,,,";"";"";""
"Zegarek Victorinox Swiss Army";"1";"410";"3599";"both";"http://localhost/BE-projekt/img/zegarki/91Zegarek Victorinox Swiss Army.jpg";"49";"57";"";"";"";"";"";"";"";"";"49,57,,,,,,,,";"";"";""
"Zegarek Victorinox Swiss Army";"1";"449";"1160";"both";"http://localhost/BE-projekt/img/zegarki/92Zegarek Victorinox Swiss Army.jpg";"49";"57";"";"";"";"";"";"";"";"";"49,57,,,,,,,,";"";"";""
"Zegarek Victorinox Swiss Army";"1";"451";"1300";"both";"http://localhost/BE-projekt/img/zegarki/93Zegarek Victorinox Swiss Army.jpg";"49";"57";"";"";"";"";"";"";"";"";"49,57,,,,,,,,";"";"";""
"Zegarek Victorinox Swiss Army";"1";"455";"1160";"both";"http://localhost/BE-projekt/img/zegarki/94Zegarek Victorinox Swiss Army.jpg";"49";"57";"";"";"";"";"";"";"";"";"49,57,,,,,,,,";"";"";""
"Zegarek Doxa";"1";"435";"1390";"both";"http://localhost/BE-projekt/img/zegarki/95Zegarek Doxa.jpg";"49";"56";"";"";"";"";"";"";"";"";"49,56,,,,,,,,";"";"";""
"Namiko - kolczyki z perłami";"1";"467";"895";"both";"http://localhost/BE-projekt/img/slub/tytanowe/0Namiko - kolczyki z perłami.jpg";"36";"";"";"";"";"";"";"";"";"";"36,,,,,,,,,";"";"";""
"Namiko - naszyjnik z pereł ";"1";"458";"829";"both";"http://localhost/BE-projekt/img/slub/tytanowe/1Namiko - naszyjnik z pereł .jpg";"36";"";"";"";"";"";"";"";"";"";"36,,,,,,,,,";"";"";""
"Namiko - bransoletka z pereł";"1";"427";"3795";"both";"http://localhost/BE-projekt/img/slub/tytanowe/2Namiko - bransoletka z pereł.jpg";"36";"";"";"";"";"";"";"";"";"";"36,,,,,,,,,";"";"";""
"Namiko - złota zawieszka z perłą";"1";"421";"16395";"both";"http://localhost/BE-projekt/img/slub/tytanowe/3Namiko - złota zawieszka z perłą.jpg";"36";"";"";"";"";"";"";"";"";"";"36,,,,,,,,,";"";"";""
"Namiko - złote kolczyki z perłami";"1";"489";"1815";"both";"http://localhost/BE-projekt/img/slub/tytanowe/4Namiko - złote kolczyki z perłami.jpg";"36";"";"";"";"";"";"";"";"";"";"36,,,,,,,,,";"";"";""
"Namiko - złoty pierścionek z perłą";"1";"476";"3075";"both";"http://localhost/BE-projekt/img/slub/tytanowe/5Namiko - złoty pierścionek z perłą.jpg";"36";"";"";"";"";"";"";"";"";"";"36,,,,,,,,,";"";"";""
"Namiko - złota zawieszka z perłą";"1";"478";"1300";"both";"http://localhost/BE-projekt/img/slub/tytanowe/6Namiko - złota zawieszka z perłą.jpg";"36";"";"";"";"";"";"";"";"";"";"36,,,,,,,,,";"";"";""
"Kolczyki z diamentami i perłami";"1";"419";"2100";"both";"http://localhost/BE-projekt/img/slub/tytanowe/7Kolczyki z diamentami i perłami.jpg";"36";"";"";"";"";"";"";"";"";"";"36,,,,,,,,,";"";"";""
"Zawieszka z brylantami i perłą";"1";"470";"1690";"both";"http://localhost/BE-projekt/img/slub/tytanowe/8Zawieszka z brylantami i perłą.jpg";"36";"";"";"";"";"";"";"";"";"";"36,,,,,,,,,";"";"";""
"Zawieszka z brylantem i perłą";"1";"423";"1850";"both";"http://localhost/BE-projekt/img/slub/tytanowe/9Zawieszka z brylantem i perłą.jpg";"36";"";"";"";"";"";"";"";"";"";"36,,,,,,,,,";"";"";""
"Kolczyki z diamentami i perłami";"1";"457";"2890";"both";"http://localhost/BE-projekt/img/slub/tytanowe/10Kolczyki z diamentami i perłami.jpg";"36";"";"";"";"";"";"";"";"";"";"36,,,,,,,,,";"";"";""
"Zawieszka z diamentami i perłą";"1";"491";"3075";"both";"http://localhost/BE-projekt/img/slub/tytanowe/11Zawieszka z diamentami i perłą.jpg";"36";"";"";"";"";"";"";"";"";"";"36,,,,,,,,,";"";"";""
"Złote kolczyki";"1";"435";"799";"both";"http://localhost/BE-projekt/img/slub/tytanowe/12Złote kolczyki.jpg";"36";"";"";"";"";"";"";"";"";"";"36,,,,,,,,,";"";"";""
"Złota zawieszka";"1";"404";"779";"both";"http://localhost/BE-projekt/img/slub/tytanowe/13Złota zawieszka.jpg";"36";"";"";"";"";"";"";"";"";"";"36,,,,,,,,,";"";"";""
"Namiko - bransoletka z pereł";"1";"411";"679";"both";"http://localhost/BE-projekt/img/slub/tytanowe/14Namiko - bransoletka z pereł.jpg";"36";"";"";"";"";"";"";"";"";"";"36,,,,,,,,,";"";"";""
"Złote kolczyki";"1";"483";"1049";"both";"http://localhost/BE-projekt/img/slub/tytanowe/15Złote kolczyki.jpg";"36";"";"";"";"";"";"";"";"";"";"36,,,,,,,,,";"";"";""
"Namiko - bransoletka z pereł";"1";"436";"1895";"both";"http://localhost/BE-projekt/img/slub/tytanowe/16Namiko - bransoletka z pereł.jpg";"36";"";"";"";"";"";"";"";"";"";"36,,,,,,,,,";"";"";""
"Namiko -naszyjnik z pereł";"1";"495";"1795";"both";"http://localhost/BE-projekt/img/slub/tytanowe/17Namiko -naszyjnik z pereł.jpg";"36";"";"";"";"";"";"";"";"";"";"36,,,,,,,,,";"";"";""
"Namiko - bransoletka z pereł";"1";"487";"349";"both";"http://localhost/BE-projekt/img/slub/tytanowe/18Namiko - bransoletka z pereł.jpg";"36";"";"";"";"";"";"";"";"";"";"36,,,,,,,,,";"";"";""
"Namiko - naszyjnik z pereł";"1";"402";"2695";"both";"http://localhost/BE-projekt/img/slub/tytanowe/19Namiko - naszyjnik z pereł.jpg";"36";"";"";"";"";"";"";"";"";"";"36,,,,,,,,,";"";"";""
"Złoty naszyjnik";"1";"482";"1549";"both";"http://localhost/BE-projekt/img/slub/tytanowe/20Złoty naszyjnik.jpg";"36";"";"";"";"";"";"";"";"";"";"36,,,,,,,,,";"";"";""
"Scarlett - srebrna zawieszka z cyrkoniami";"1";"415";"415";"both";"http://localhost/BE-projekt/img/slub/tytanowe/21Scarlett - srebrna zawieszka z cyrkoniami.jpg";"36";"";"";"";"";"";"";"";"";"";"36,,,,,,,,,";"";"";""
"Scarlett - srebrne kolczyki z cyrkoniami";"1";"446";"1195";"both";"http://localhost/BE-projekt/img/slub/tytanowe/22Scarlett - srebrne kolczyki z cyrkoniami.jpg";"36";"";"";"";"";"";"";"";"";"";"36,,,,,,,,,";"";"";""
"Scarlett - srebrne kolczyki z cyrkoniami";"1";"419";"779";"both";"http://localhost/BE-projekt/img/slub/tytanowe/23Scarlett - srebrne kolczyki z cyrkoniami.jpg";"36";"";"";"";"";"";"";"";"";"";"36,,,,,,,,,";"";"";""
"Scarlett - srebrna zawieszka z cyrkoniami";"1";"428";"189";"both";"http://localhost/BE-projekt/img/slub/tytanowe/24Scarlett - srebrna zawieszka z cyrkoniami.jpg";"36";"";"";"";"";"";"";"";"";"";"36,,,,,,,,,";"";"";""
"Scarlett - srebrny pierścionek z cyrkoniami";"1";"400";"105";"both";"http://localhost/BE-projekt/img/slub/tytanowe/25Scarlett - srebrny pierścionek z cyrkoniami.jpg";"36";"";"";"";"";"";"";"";"";"";"36,,,,,,,,,";"";"";""
"Namiko - kolczyki z perłami";"1";"420";"329";"both";"http://localhost/BE-projekt/img/slub/tytanowe/26Namiko - kolczyki z perłami.jpg";"36";"";"";"";"";"";"";"";"";"";"36,,,,,,,,,";"";"";""
"Namiko - kolczyki z perłami";"1";"444";"219";"both";"http://localhost/BE-projekt/img/slub/tytanowe/27Namiko - kolczyki z perłami.jpg";"36";"";"";"";"";"";"";"";"";"";"36,,,,,,,,,";"";"";""
"Namiko -naszyjnik z pereł";"1";"436";"129";"both";"http://localhost/BE-projekt/img/slub/tytanowe/28Namiko -naszyjnik z pereł.jpg";"36";"";"";"";"";"";"";"";"";"";"36,,,,,,,,,";"";"";""
"Namiko - naszyjnik z pereł";"1";"408";"199";"both";"http://localhost/BE-projekt/img/slub/tytanowe/29Namiko - naszyjnik z pereł.jpg";"36";"";"";"";"";"";"";"";"";"";"36,,,,,,,,,";"";"";""
"Namiko - bransoletka z pereł";"1";"474";"119";"both";"http://localhost/BE-projekt/img/slub/tytanowe/30Namiko - bransoletka z pereł.jpg";"36";"";"";"";"";"";"";"";"";"";"36,,,,,,,,,";"";"";""
"Scarlett - srebrne kolczyki z cyrkoniami";"1";"442";"199";"both";"http://localhost/BE-projekt/img/slub/tytanowe/31Scarlett - srebrne kolczyki z cyrkoniami.jpg";"36";"";"";"";"";"";"";"";"";"";"36,,,,,,,,,";"";"";""
